0	A.1
1	A.3
2	A.4
3	B.1
4	B.2
5	B.3
6	B.4
7	c-A.2
8	c-A.5
9	c-B.5

1	1|KF826850_{c-A.2}
2	1|KJ627314_{A.4}
3	1|KP258737_{A.3}
4	1|KP317923_{B.4}
5	1|KU316093_{A.1}
6	1|KU316108_{B.2}
7	1|KX765899_{c-B.5}
8	1|MG642025_{B.1}
9	1|MG642064_{B.3}
10	1|MH760601_{c-A.5}
